Conferência,Quantidade Etapas,Título Etapa,Url Etapa,Descricao Etapa,Inscritos Etapa,Regiao Etapa,Status Etapa,Data Etapa,Propostas Etapa,Quantidade Propostas Etapa
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Novo Hamburgo,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/2093,"Terá como tema central: “Emergência climática: o desafio da transformação ecológica”, em conformidade com a Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024",3,"Novo Hamburgo, Rio Grande do Sul",Não informado,14 de Fevereiro 2025 08:00 às 13:30,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49903', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49904', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49905', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49907', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49908', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49909', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49910', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49911', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49912', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/49913']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência municipal de Meio Ambiente de Padre Bernardo GO,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/907,"1ª Conferência municipal de Meio Ambiente sobre emergência climática , de Padre Bernardo GO",0,"Padre Bernardo, Goiás",Não informado,10 de Dezembro 2024 08:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29632', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29634', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29635', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29636', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29637', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29640', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29641', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29642', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29643', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29644']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Poço Fundo,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/804,A Conferência Municipal se realizará em conformidade com a Portaria do Ministério de Meio Ambiente e Mudança do Clima n° 1079 de 10 de Junho de 2024.,Não informado,"Poço Fundo, Minas Gerais",Não informado,07 de Dezembro 2024 09:00 às 16:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28403', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28404', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28405', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28406', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28407', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28408', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28409', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28410', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28411']",9
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE SÃO CRISTÓVÃO/SERGIPE,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/710,"Considerando a necessidade de elaborar proposições sobre emergência climática para subsidiar a implementação da Política Nacional sobre Mudança do Clima, a Conferência Municipal do Meio Ambiente de São Cristóvão/SE será realizada no dia 10 de dezembro de 2024, tendo como tema central: “Emergência climática: o desafio da  transformação ecológica”, em conformidade com a Portaria do Ministério do Meio Ambiente  e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente - 5ª CNMA.",Não informado,"São Cristóvão, Sergipe",Não informado,10 de Dezembro 2024 08:00 às 14:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34126', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34118', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34119', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34120', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34121', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34122', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34123', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34124', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34125', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34127']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de São José da Tapera Alagoas,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1528,1ª Conferência Municipal de Meio Ambiente de São José da Tapera - Alagoas,5,"São José da Tapera, Alagoas",Não informado,24 de Janeiro 2025 09:00 às 13:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE SÃO SEBASTIÃO/SP - EMERGÊNCIA CLIMÁTICA - O DESAFIO DA TRANSFORMAÇÃO ECOLÓGICA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/546,CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE SÃO SEBASTIÃO/SP - EMERGÊNCIA CLIMÁTICA - O DESAFIO DA TRANSFORMAÇÃO ECOLÓGICA,Não informado,"São Sebastião, São Paulo",Não informado,01 de Dezembro 2024 08:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27902', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27903', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27904', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27905', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27908', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27909', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27912', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27913', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27914', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27915']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Silva Jardim,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1704,"• Incentivar a ampla participação da população na construção de propostas para oenfrentamento da emergência climática, em seus cinco eixos temáticos: mitigação,adaptação e preparação para desastres, justiça climática, transformação ecológica egovernança e educação ambiental.• Criar e enviar até 10 propostas sobre os 5 eixos temáticos (2 propostas por eixo temático)para a Conferência Estadual do Meio Ambiente.• Eleger, dentre as pessoas participantes, a delegação que representará o município naConferência Estadual do Meio Ambiente.",1,"Silva Jardim, Rio de Janeiro",Não informado,22 de Janeiro 2025 08:00 às 16:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37234', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37249', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37209', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37193', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37225', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37201', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37214', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37222', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37230', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37245']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Tabatinga AM,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/2040,"A Prefeitura de Tabatinga/AM, por meio da Secretaria Municipal de Meio Ambiente, convida toda a população para a 1ª Conferência Municipal do Meio Ambiente.
Com o tema “Emergência Climática - O Desafio da Transformação Ecológica”, o encontro será um momento crucial para a discussão de políticas públicas e ações que promovam a preservação do patrimônio natural e o desenvolvimento sustentável de Tabatinga/AM. 🌍✨
Sua presença é essencial para fazermos a diferença!
📆 Data: 24/01/2025🕐 Horário: 7h às 19h📍 Local: Auditório da UEA",0,"Tabatinga, Amazonas",Não informado,24 de Janeiro 2025 07:00 às 19:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39581', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39583', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39576', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39577', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39580', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39586', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39588', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39590', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39591']",9
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Taquari/RS,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1201,"Considerando a necessidade de elaborar proposições sobre emergência climática para subsidiar a implementação da Política Nacional sobre Mudança do Clima a Prefeitura Municipal de Taquari através do Departamento de Meio Ambiente, junto ao Conselho Municipal de Meio Ambiente e parceiros, realiza a 1ª Conferência Municipal do Meio Ambiente, a ser realizada no dia 11 de dezembro de 2024, tendo como tema central: “Emergência climática: o desafio da transformação ecológica”, em conformidade com a Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente – 5ª CNMA.",Não informado,"Taquari, Rio Grande do Sul",Não informado,11 de Dezembro 2024 09:00 às 16:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferencia Municipal de Meio Ambiente de Vitória,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1212,"A Conferência Municipal do Meio Ambiente de Vitória constitui-se em instância de participação social que tem por atribuição a definição de propostas sobre Emergência Climática para subsidiar a implementação da Política Nacional sobre Mudança do Clima e tem por objetivo: analisar, propor e deliberar propostas com base na realidade local, e eleger pessoas delegadas para a Conferência Estadual do Meio Ambiente, nos termos da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente - 5ª CNMA.",0,"Vitória, Espírito Santo",Não informado,16 de Dezembro 2024 08:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30997', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30988', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30989', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30990', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30991', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30992', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30993', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30994', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30995', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30996']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente e Clima de Niterói,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1681,Conferência Municipal de Meio Ambiente e Clima de Niterói,0,"Niterói, Rio de Janeiro",Não informado,Não informado,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39730', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39724', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39725', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39727', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39726', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39732', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39728', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39729', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39733', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39734']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE - EDIÇÃO 2025 - TRAMANDAÍ/RS,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1841,"Analisar, elaborar propostas com base  na realidade local, e eleger delegados para participação na 5ª Conferência Estadual do Meio Ambiente.",0,"Tramandaí, Rio Grande do Sul",Não informado,14 de Fevereiro 2025 09:00 às 18:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente - Emergência Climática,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/571,"A Conferência Municipal de Meio Ambiente de Itabira, marcada para o dia 09 de dezembro de 2024, será um evento crucial para discutir a emergência climática e suas implicações para a cidade e a região. Organizada pela Secretaria de Meio Ambiente, a conferência reunirá especialistas, representantes da comunidade, líderes locais e estudantes, todos comprometidos em buscar soluções sustentáveis e práticas para enfrentar os desafios ambientais atuais.
Objetivos da Conferência:
- Promover a conscientização sobre a emergência climática.- Engajar a população local na busca por soluções sustentáveis.- Criar uma rede de colaboração entre diversos setores da sociedade.- Propor políticas públicas que respondam efetivamente à crise ambiental.
A Conferência Municipal de Meio Ambiente de Itabira será, portanto, uma oportunidade valiosa para unir forças em prol de um futuro mais sustentável e resiliente, destacando a responsabilidade de todos na luta contra a emergência climática.",110,"Itabira, Minas Gerais",Não informado,09 de Dezembro 2024 08:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31360', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31319', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31320', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31323', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31325', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31326']",6
