Plano,Quantidade Propostas,Título Proposta,Descrição Proposta,Link,Votos,Autor
Não tem o titulo na página,1292 propostas encontradas,Ensin[ar]: os saberes acadêmicos no ensino básico,"Conectar a produção acadêmica das universidades cujo tema é o clima por meio de uma plataforma online [a ser criada, a exemplo desta], onde pesquisadores, acadêmicos, docentes etc. se inscrevam e submetam seus trabalhos, manifestando interesse em tornar suas produções acessíveis para a educação básica. Essa plataforma receberá a inscrição de educadores que, junto aos universitários, criarão em grupo materiais didáticos a partir dos saberes acadêmicos, tornando-os simples, lúdicos e instigantes.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20056,14,Douglas Felipe
Não tem o titulo na página,1292 propostas encontradas,Fundos Estaduais de Recursos Hídricos,"Estabelecer obrigatoriedade dos recursos da CFURH (Compensação Financeira pela Utilização de Recursos Hídricos) serem destinados a gestão e planejamento integrado das bacias hidrográficas a nível estadual e municipal, incluindo ações estruturais e não estruturais de adaptação às mudanças climáticas, mas também garantindo a capacidade organizacional dos órgãos colegiados de gestão das águas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19919,5,Flávia
Não tem o titulo na página,1292 propostas encontradas,Desmatamento ilegal zero!,"Zerar o desmatamento ilegal, com o aumento efetivo da fiscalização e a implementação de políticas públicas em consonância com a legislação brasileira e com os acordos e protocolos internacionais assinados pelo país. Proposta do Instituto Brasileiro de Governança Corporativa (IBGC).",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19056,13,Renan
Não tem o titulo na página,1292 propostas encontradas,Energia renovável,"Nós agricultores familiares temos um elevado custo de produção e uma dificuldade gigante para processamento da nossa produção, trago a proposta a ideia de criação de um projeto de energia fotovoltaico, visando baixar custos de produção e contribuir para a geração de energia renovável aproveitando recursos externos direcionados para o Brasil nas cúpulas do clima. OBS: oferecidos gratuitamente para agricultura familiar. E também oferecer créditos de carbono pás que preservam.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18949,5,REGINALDO
Não tem o titulo na página,1292 propostas encontradas,Agroecologia como política pública para mitigação do efeito estufa na produção de alimentos mais saudáveis,"Fortalecer a agroecologia como princípio para assegurar o direito humano à alimentação saudável, através da destinação de fundo de fomento possibilitando a agricultura familiar à transição para sistemas agroecológicos com garantias de mercado. Que o estado apoie com pesquisas e recursos a disseminação dos bancos comunitários de sementes através do resgate e conservação de sementes nativas como estratégia de segurança alimentar e nutricional, garantindo a manutenção da sociobiodiversidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19500,87,MARIANA
Não tem o titulo na página,1292 propostas encontradas,Desmatamento Zero e Reflorestamento SEMPRE,Projeto Lei (PL) que crie uma força tarefa para realizar o Reflorestamento das Zonas mais desmatadas dos Estados Brasileiros afetados pelas queimas históricas (umas criminal). Além disso devemos começar um projeto por um BRASIL MAIS VERDE! a onde o agronegócio seja extinto e agropecuária famíliar seja mais valorizada.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20113,"1
voto",GABRIEL
Não tem o titulo na página,1292 propostas encontradas,Proteção Ambiental,Aumento dos investimentos Governamental na formação e contratação de mais profissionais voltados para a fiscalização e conservação das florestas e sua Biodiversidade.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20236,0,GISELE
Não tem o titulo na página,1292 propostas encontradas,Brasil mais Verde,"Incentivo ao Plantio Agroflorestal Biodiverso, Proteção de nascentes, Recuperação de áreas degradadas em todos os Biomas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18014,26,LUIZ
Não tem o titulo na página,1292 propostas encontradas,Prevenção de incêndios florestais,"Fortalecer trabalhos de educação ambiental com ênfase na prevenção de incêndios florestais com as comunidades tradicionais, ribeirinhos e populações originárias no Pantanal",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19458,8,JOANICE
Não tem o titulo na página,1292 propostas encontradas,Agroflorestas Urbanas 2024 - SUS ODS 2030,"Minha proposta visa ampliar as áreas de produção de alimentos nas grandes metrópoles dos Estados,fazendo uso de terrenos baldios, terrenos ociosos dos municípios e com Parceria Público e Privada, fomentando agricultura familiar e gerando renda na disseminação do sistema, cooperando pessoas, para obtermos uma alimentação saudável e colorida para a população🌱🌎",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18135,29,Cristiano
Não tem o titulo na página,1292 propostas encontradas,Educação escolar indígenas e quilombola,Garantia da modalidade educacional específica dentro dos territorios indígenas e quilombolas no Brasil,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18945,9,ELIDA
Não tem o titulo na página,1292 propostas encontradas,Plano clima participativo,É necessario um plano de adaptação específico para a agricultura familiar,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18116,7,EVANIA
Não tem o titulo na página,1292 propostas encontradas,Educação e Capacitação Climática: Preparando a sociedade para os Desafios das Mudanças Climáticas,"Desenvolver programas de Educação e Capacitação Climática voltados para comunidades, escolas e profissionais, com o objetivo de prepará-los para enfrentar os impactos das mudanças climáticas. As iniciativas incluirão workshops, cursos online e campanhas educativas que promovam a conscientização, incentivem práticas sustentáveis e estimulem o engajamento local para mitigação e adaptação às crises climáticas. Lançar campanhas de conscientização nas redes sociais e na mídia local.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20074,3,Karen Silva
Não tem o titulo na página,1292 propostas encontradas,Mais vegetais e menos crueldade animal,35% até 2035: Substituir 35% dos alimentos de origem animal consumidos no Brasil por alimentos saudáveis e sustentáveis de origem vegetal até 2035,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19354,7,SONIA
Não tem o titulo na página,1292 propostas encontradas,Créditos agrícolas com mecanismos de proteção ambiental,"Inserir a avaliação de impacto climático como critério condicionante no processo de análise e concessão de créditos, subsídios e outros incentivos fiscais e financeiros oriundos de recursos públicos (Planos Safra, créditos agrícolas) para a produção de commodities agrícolas e de proteínas animais em larga escala.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19535,60,MARCOS
Não tem o titulo na página,1292 propostas encontradas,Políticas de apoio ao produtor rural voltadas à produção de alimentos saudáveis e sustentáveis combinada ao fortalecimento da agricultura familiar,"A proposta compreende duas medidas com efeitos sinérgicos:
1. Reduzir juros do PRONAF e do Proagro MAIS para estimular a produção de alimentos (i) de baixa emissão e (ii) que não utilizam insumos intensivos em recursos naturais, como terra, água e ração animal à base de soja e milho;
2. Reduzir juros do Programa Mais Alimentos para facilitar o acesso a máquinas e equipamentos destinados à produção de alimentos (i) de baixa emissão e (ii) que não utilizam insumos intensivos em recursos naturais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18971,820,GEORGE
Não tem o titulo na página,1292 propostas encontradas,[Assembleia Cidadã Jovens no Clima] Fundo Climático para Áreas de Risco e Pesquisa,"Estabelecer um Fundo Climático para os estados com maior vulnerabilidade social. Este fundo será estruturado com base no mapeamento das áreas de risco no Brasil, identificando os locais mais suscetíveis para a implementação de medidas de mitigação e adaptação. Além disso, propõe-se financiamento para incentivar a expansão e pesquisa específica voltada a projetos que abordem as dinâmicas climáticas em institutos federais e universidades",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19267,49,EMILLY
Não tem o titulo na página,1292 propostas encontradas,Simulação de cenários climáticos futuros,"Já temos tecnologia e dados suficientes para gerar projeções climáticas futuras (2040), utilizando modelos do IPCC. Precisamos vencer a inércia e passar a utilizar as informações do que vai acontecer, com que intensidade e ONDE. A definição de ações de PREVENÇÃO e ADAPTAÇÃO passa pela disponibilidade destas informações, sem as quais não teremos os resultados dos quais precisamos. Metas não servem para nada sem um Plano.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17990,62,MARCOS
Não tem o titulo na página,1292 propostas encontradas,Reflorestamento de áreas degradas e obsoletas,"Lançar um plano de emergência que envolva todos os entes da Federação, utilizando mão de obra disponível e ociosa de toda a população que seja beneficiada com algum programa de auxilio do governo, para replantio ostensivo de toda terra disponível sem cobertura vegetal, toda área desmatada ou abandonada pela agricultura ou pecuária, utilizando técnicas de agro-floresta, muvuca, dispersão, e qualquer outra disponível para atingir o objetivo.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19192,7,EDMAR
